iter	Logloss
119	0.3847750909
120	0.3841119378
121	0.3834401042
122	0.3830980489
123	0.3826264468
124	0.3819006696
125	0.3814807788
126	0.3808185764
127	0.3802324735
128	0.3799769345
129	0.3792468998
130	0.3788954613
131	0.3783422619
132	0.3775197999
133	0.3769447338
134	0.3755849454
135	0.3750556382
136	0.3747660384
137	0.374411541
138	0.373495081
139	0.3728628886
140	0.3726002397
141	0.3719102596
142	0.3716509177
143	0.3710840774
144	0.3708543733
145	0.3705899471
146	0.3703162616
147	0.3700336062
148	0.3694943783
149	0.3689872685
150	0.3687553323
151	0.3682339616
152	0.3678240741
153	0.3673639633
154	0.367140005
155	0.3669136905
156	0.3666657986
157	0.3664174934
158	0.3661684441
159	0.3659453125
160	0.3654717675
161	0.3649542824
162	0.3646024306
163	0.3643899223
164	0.3641891948
165	0.3638413938
166	0.3637025463
167	0.3634210896
168	0.363271412
169	0.3630896991
170	0.3628947173
171	0.3626300017
172	0.3622366898
173	0.3619458085
174	0.3617693039
175	0.361593502
176	0.3610504712
177	0.3608591683
178	0.3607088294
179	0.3605402199
180	0.3601261987
181	0.3599944196
182	0.3596690228
183	0.359515129
184	0.3591714203
185	0.3590025628
186	0.3585092179
187	0.3582569031
188	0.3581390129
189	0.3576749752
190	0.3575400546
191	0.3572383019
192	0.3569057126
193	0.3566393436
194	0.3564839203
195	0.356005787
196	0.355802414
197	0.3556437252
198	0.3554607722
199	0.3552747603
200	0.355099537
201	0.3547550017
202	0.3546377315
203	0.3544751984
204	0.3543636739
205	0.3541929563
206	0.3540424521
207	0.3538835979
208	0.3537415261
209	0.3536399636
210	0.3533124173
211	0.353160921
212	0.3529797454
213	0.3527944775
214	0.3526655093
215	0.3524697421
216	0.352343874
217	0.352214079
218	0.3520802331
219	0.3519026538
220	0.3517779431
221	0.3516896081
222	0.3515329448
223	0.3511713376
224	0.351025463
225	0.3509016204
226	0.3508022487
227	0.3506585648
228	0.3505493552
229	0.3502251984
230	0.3500983383
231	0.3499812748
232	0.3497513228
233	0.3495985036
234	0.3494575893
235	0.3493747933
236	0.3492390046
237	0.3491359954
238	0.3490450562
239	0.3487348297
240	0.3486204117
241	0.3484801174
242	0.3483640873
243	0.3478936425
244	0.3477814567
245	0.3476753886
246	0.3475644015
247	0.3472358218
248	0.3470685351
249	0.3469646164
250	0.3467388806
251	0.3466224372
252	0.3465030175
253	0.3461489129
254	0.3460395792
255	0.3457984871
256	0.3456968833
257	0.3455900091
258	0.3455022735
259	0.3454254299
260	0.3453217386
261	0.3452276579
262	0.3450535301
263	0.34494833
264	0.344270668
265	0.3440296999
266	0.3438959367
267	0.3436877894
268	0.3435791791
269	0.3434734003
270	0.3432692212
271	0.3431896701
272	0.3430398272
273	0.3429388848
274	0.3428426753
275	0.3425592758
276	0.3424597801
277	0.3423302745
278	0.3421558573
279	0.3420823206
280	0.3418809317
281	0.3417171172
282	0.3415692378
283	0.3413219039
284	0.3412375992
285	0.3411442006
286	0.3410532614
287	0.340974661
288	0.3404344825
289	0.3403368056
290	0.3402375579
291	0.3400748181
292	0.3400160384
293	0.339875496
294	0.339759962
295	0.3396884714
296	0.3395981936
297	0.3394073247
298	0.3393115493
299	0.3392206101
300	0.339140563
301	0.3389150132
302	0.3388302951
303	0.3386199157
304	0.3385361896
305	0.3384084615
306	0.3382724454
307	0.3381980407
308	0.3381376695
309	0.3380622313
310	0.337994523
311	0.3379277447
312	0.337859437
313	0.33779146
314	0.3375813492
315	0.3374790633
316	0.3373771081
317	0.3372745949
318	0.3371529638
319	0.3370749215
320	0.3370208127
321	0.3369033771
322	0.3367463211
323	0.336682333
324	0.3365277571
325	0.3364067874
326	0.3363104745
327	0.3362312335
328	0.3361508143
329	0.3360717593
330	0.3359624876
331	0.3358976314
332	0.3357775504
333	0.3355959821
334	0.3351412864
335	0.3350417493
336	0.3349607515
337	0.3348855407
338	0.334818349
339	0.3347408027
340	0.3346849372
341	0.334620143
342	0.3345300719
343	0.3344607308
344	0.3340537988
345	0.3339821222
346	0.3339121404
347	0.3337510954
348	0.3336696842
349	0.3335718833
350	0.3334154059
351	0.3333435847
352	0.3332900752
353	0.333223483
354	0.3331392196
355	0.3330504712
356	0.3329852844
357	0.3329149306
358	0.3328553447
359	0.3324696387
360	0.3323877108
361	0.3323223173
362	0.3322345403
363	0.3321872933
364	0.3321196057
365	0.332067729
366	0.3320162864
367	0.3319658151
368	0.331900773
369	0.3317296007
370	0.3315243676
371	0.331359809
372	0.3312639302
373	0.3311986194
374	0.3311487062
375	0.3310907531
376	0.3310200893
377	0.3308520585
378	0.3307987351
379	0.3307355737
380	0.3306709656
381	0.3305892857
382	0.3304809648
383	0.330405506
384	0.330349723
385	0.3302797619
386	0.3302213335
387	0.3301155134
388	0.3300516286
389	0.3299657738
390	0.3299033358
391	0.3298477596
392	0.3297934854
393	0.3296999215
394	0.3295693411
395	0.3295227141
396	0.3294600281
397	0.3294164393
398	0.3292807953
399	0.3291952092
400	0.3291154514
401	0.3290654969
402	0.329015315
403	0.328978402
404	0.3288723545
405	0.3288213252
406	0.328734375
407	0.3286746858
408	0.3286060681
409	0.3285227761
410	0.3284529183
411	0.3283941179
412	0.3282836682
413	0.3282309028
414	0.3281343626
415	0.3280701472
416	0.3280253596
417	0.3279254712
418	0.3278757027
419	0.3278194858
420	0.3277685185
421	0.3276373388
422	0.3275898231
423	0.3275327588
424	0.3274756118
425	0.3273433986
426	0.3272691179
427	0.3272205068
428	0.3270268064
429	0.3269492601
430	0.3269044932
431	0.3268547454
432	0.3268087798
433	0.326749566
434	0.3267010582
435	0.3264266286
436	0.3263699157
437	0.3263195064
438	0.3262552083
439	0.3261242353
440	0.3260625
441	0.3260149223
442	0.3259662492
443	0.3259021784
444	0.3258638393
445	0.3258157862
446	0.325650587
447	0.3256111111
448	0.3255367684
449	0.3254212756
450	0.3253245494
451	0.3252572958
452	0.3251968626
453	0.3251207011
454	0.3250809979
455	0.3250083705
456	0.3249598628
457	0.3248867808
458	0.3248081184
459	0.3247532035
460	0.3247112682
461	0.3246581721
462	0.3246204737
463	0.3245683697
464	0.3244991113
465	0.3244596147
466	0.3244105076
467	0.3243655341
468	0.3243140708
469	0.3242287946
470	0.3241858879
471	0.324140687
472	0.3240900918
473	0.3240319114
474	0.3239966725
475	0.3239439484
476	0.3238979415
477	0.323719122
478	0.3236675141
479	0.3236201637
480	0.323561942
481	0.3235036789
482	0.3234568866
483	0.3234179274
484	0.3233390584
485	0.3232973297
486	0.3232434689
487	0.3231826224
488	0.3231324405
489	0.3230810599
490	0.3230219701
491	0.322973421
492	0.3229237765
493	0.3228917411
494	0.322796813
495	0.3227582259
496	0.3227194734
497	0.322671627
498	0.3226221478
499	0.3224697421
500	0.3224342551
501	0.3223772528
502	0.3222925141
503	0.3220415013
504	0.3219949363
505	0.3219543444
506	0.3219144345
507	0.3218781209
508	0.321832982
509	0.3217595899
510	0.3216742105
511	0.3216295056
512	0.3215751901
513	0.3215373471
514	0.3214980779
515	0.3214265046
516	0.3213541873
517	0.3212267072
518	0.3211804522
519	0.3210416667
520	0.3209985739
521	0.320926856
522	0.3208830605
523	0.3207626488
524	0.3207139964
525	0.320671565
526	0.3206316344
527	0.3205844701
528	0.3204984086
529	0.320464203
530	0.3204182788
531	0.3203792163
532	0.3203262235
533	0.3202889385
534	0.3201951058
535	0.3200797991
536	0.3200450769
537	0.3199863385
538	0.3199538277
539	0.3198922371
540	0.3198354828
541	0.319791026
542	0.3197518188
543	0.3197126943
544	0.319682519
545	0.3196405837
546	0.3196007978
547	0.3195501199
548	0.3195073165
549	0.3194557292
550	0.3194071181
551	0.3193723132
552	0.3193369502
553	0.3193002232
554	0.3192679398
555	0.3192201554
556	0.3191801009
557	0.3191421131
558	0.3191052414
559	0.3190648562
560	0.3190346602
561	0.3190041336
562	0.3189556465
563	0.3189182994
564	0.3188660921
565	0.3188303571
566	0.31863614
567	0.3186017072
568	0.3185695271
569	0.3185399512
570	0.318509714
571	0.3184726356
572	0.3184372727
573	0.3184043899
574	0.3183165509
575	0.3182014922
576	0.3181644139
577	0.3180619213
578	0.3180242849
579	0.317953869
580	0.3178831639
581	0.3178510665
582	0.3178013806
583	0.317755043
584	0.3177297867
585	0.3177006242
586	0.317661231
587	0.3176231812
588	0.3175828166
589	0.3175392485
590	0.3174817502
591	0.317400401
592	0.3173633639
593	0.3173198991
594	0.3172869337
595	0.3172590526
596	0.3172231316
597	0.317181837
598	0.3171388476
599	0.3171051794
600	0.3170713666
601	0.3170319114
602	0.3169994213
603	0.3169591394
604	0.3169314649
605	0.3168868014
606	0.316859561
607	0.3168159722
608	0.3167230076
609	0.3166889881
610	0.3166028026
611	0.3165691138
612	0.3165424314
613	0.3165204406
614	0.3164853877
615	0.3164575066
616	0.3164227844
617	0.3163768601
618	0.3163244668
619	0.3162869544
620	0.3162635375
621	0.3162234416
622	0.3161311177
623	0.3161060268
624	0.3160283565
625	0.3159903274
626	0.3159480613
627	0.3159191055
628	0.3158731399
629	0.3158254795
630	0.3157888352
631	0.3157584739
632	0.3157345403
633	0.3156387649
634	0.3155854001
635	0.3155505332
636	0.3154903894
637	0.3154667659
638	0.3153961847
639	0.3153587963
640	0.315328373
641	0.3152927207
642	0.3152580605
643	0.3152260665
644	0.3150650008
645	0.3150315394
646	0.3150064484
647	0.3149713335
648	0.3149414683
649	0.3149049686
650	0.3148279597
651	0.3148005952
652	0.3147678365
653	0.3147458251
654	0.3147098008
655	0.3146762979
656	0.3146507937
657	0.3146183862
658	0.3145861028
659	0.3145555142
660	0.3144963004
661	0.3144676546
662	0.3144348545
663	0.3144041832
664	0.3143812211
665	0.3142568411
666	0.3142282366
667	0.3141996321
668	0.3141683408
669	0.3141421544
670	0.3140960648
671	0.3140610739
672	0.3140257316
673	0.3139994833
674	0.313952381
675	0.3139298115
676	0.313896288
677	0.313864666
678	0.3138325893
679	0.31381188
680	0.3137823247
681	0.3137567998
682	0.3137322875
683	0.3136686508
684	0.3136282035
685	0.3136003018
686	0.313572958
687	0.3135475364
688	0.3135154183
689	0.313484065
690	0.3134470486
691	0.3134180308
692	0.3133702257
693	0.3133347801
694	0.3133078084
695	0.3132706887
696	0.3132369378
697	0.3132095114
698	0.3131800595
699	0.3131428158
700	0.3131185103
701	0.3130777943
702	0.3130553902
703	0.313015253
704	0.3129829902
705	0.312952691
706	0.3129164807
707	0.3128852513
708	0.3128385003
709	0.3128104745
710	0.3127781911
711	0.31274938
712	0.3127208375
713	0.3126932457
714	0.3126612517
715	0.3126399636
716	0.312610057
717	0.3125825479
718	0.3125608259
719	0.3125299066
720	0.3124927042
721	0.3124727803
722	0.3124328497
723	0.3124020337
724	0.3123705977
725	0.312339017
726	0.3122990658
727	0.3122573991
728	0.3122254671
729	0.3121652819
730	0.3121109664
731	0.3120769056
732	0.3120380084
733	0.3119939649
734	0.3119666419
735	0.3119305762
736	0.3119019097
737	0.311864108
738	0.3118432746
739	0.3118109706
740	0.3117848256
741	0.3117687045
742	0.3117364418
743	0.3117200314
744	0.3117007068
745	0.3116731978
746	0.3116458127
747	0.3116181382
748	0.3115852141
749	0.3115589451
750	0.3115328414
751	0.3115088666
752	0.3114777199
753	0.3114503142
754	0.3114270833
755	0.3113928571
756	0.311348855
757	0.3113181424
758	0.3112950562
759	0.311254609
760	0.3112269139
761	0.311202691
762	0.3111760913
763	0.3111519511
764	0.3111207631
765	0.311099227
766	0.3110774843
767	0.3110104787
768	0.3109725736
769	0.310953311
770	0.3109092882
771	0.3108803117
772	0.3108553241
773	0.31083323
774	0.3107981357
775	0.3107708127
776	0.3106178902
777	0.3105984003
778	0.310573268
779	0.3105489625
780	0.3105247809
781	0.3104937169
782	0.3104249752
783	0.3103910797
784	0.3103615865
785	0.3102844742
786	0.3102617188
787	0.3102331349
788	0.3101732184
789	0.3101387029
790	0.3101062748
791	0.3100793857
792	0.3100576017
793	0.3100382358
794	0.3100029349
795	0.3099801587
796	0.3099479993
797	0.3099171214
798	0.3098912864
799	0.3098738219
800	0.3098543733
801	0.30982302
802	0.3097831515
803	0.3097515088
804	0.3097274926
805	0.309707982
806	0.3096753266
807	0.3096481275
808	0.3096314897
809	0.3096075769
810	0.309583106
811	0.3095625207
812	0.3095142402
813	0.3094893353
814	0.3094646371
815	0.3094314649
816	0.3094097016
817	0.3093727885
818	0.3093393271
819	0.3093144428
820	0.3092831928
821	0.3092568204
822	0.3092214782
823	0.309203621
824	0.3091589782
825	0.3091257027
826	0.309083354
827	0.3090525174
828	0.3090237889
829	0.3089988426
830	0.3089672826
831	0.3089420056
832	0.3089019304
833	0.3088797536
834	0.3088562955
835	0.3088111566
836	0.3087764964
837	0.3087522528
838	0.3087242477
839	0.308693349
840	0.3086538112
841	0.3086305184
842	0.3085983383
843	0.3085764716
844	0.3085583251
845	0.3085293899
846	0.3084781953
847	0.3084364253
848	0.308406312
849	0.308380477
850	0.30835396
851	0.3083258309
852	0.3082472305
853	0.3082117229
854	0.3081738591
855	0.3081388476
856	0.3080863715
857	0.3080609086
858	0.3080350736
859	0.3080084119
860	0.3079770172
861	0.3079514716
862	0.3079260086
863	0.3079064153
864	0.307880601
865	0.3078567502
866	0.3078281457
867	0.307806775
868	0.3077819734
869	0.3077588872
870	0.307734313
871	0.3076996114
872	0.307666336
873	0.3076403977
874	0.3076248553
875	0.3075970362
876	0.30757333
877	0.3075478257
878	0.3075159144
879	0.3074947297
880	0.3074716642
881	0.3074566592
882	0.3074300389
883	0.3074085028
884	0.3073839492
885	0.307369523
886	0.3073165509
887	0.3072924727
888	0.3072648396
889	0.3072461971
890	0.3072209408
891	0.3071951885
892	0.3071673694
893	0.3071489335
894	0.3071327092
895	0.3071120412
896	0.3070830853
897	0.3070583457
898	0.3070269511
899	0.3069988219
900	0.3069713542
901	0.3069414889
902	0.3069206556
903	0.3069013517
904	0.3068788856
905	0.3067707507
906	0.3067575025
907	0.3067356357
908	0.306713087
909	0.3066837591
910	0.3066625124
911	0.3066467427
912	0.3066226438
913	0.3065982763
914	0.3065776083
915	0.3065489418
916	0.3065245122
917	0.3065042989
918	0.3064788153
919	0.3064436797
920	0.3064192708
921	0.3063870288
922	0.3063623925
923	0.3063380663
924	0.3063197338
925	0.3063012979
926	0.3062787905
927	0.3062172826
928	0.3061946925
929	0.3061704489
930	0.3061383309
931	0.306098545
932	0.3060743841
933	0.3060587798
934	0.3060274884
935	0.3060031209
936	0.3059835689
937	0.3059594907
938	0.3059131738
939	0.3058943452
940	0.3058730159
941	0.3058440394
942	0.3058259342
943	0.3057944982
944	0.3057778191
945	0.3057492146
946	0.3057099661
947	0.3056905175
948	0.3056686921
949	0.3055586144
950	0.3055332341
951	0.3055040303
952	0.3054781746
953	0.3054609995
954	0.3054407655
955	0.3054125537
956	0.305390811
957	0.3053718585
958	0.3053447214
959	0.3053290344
960	0.3053111359
961	0.3052797826
962	0.3052445023
963	0.3052013682
964	0.3051789228
965	0.3051502149
966	0.3051198537
967	0.3050919519
968	0.3050736607
969	0.3050398892
970	0.3050135582
971	0.3049884879
972	0.3049608342
973	0.3049337591
974	0.3049124504
975	0.3048950479
976	0.3048781415
977	0.3048585483
978	0.3048359995
979	0.3048162822
980	0.3047776538
981	0.3047580812
982	0.30471906
983	0.304698206
984	0.3046690642
985	0.3046502356
986	0.3046242146
987	0.3045968295
988	0.3045817832
989	0.3044847264
990	0.3044617022
991	0.3044488881
992	0.3044309069
993	0.3044050306
994	0.3043821511
995	0.3043629299
996	0.3043406705
997	0.3043032614
998	0.3042822421
999	0.3042628762
